symbol,date,direction,gap_pct,entry_time,entry_price,stop_price,target_r1,target_r2,shares,risk_dollars,ema_level,candles_to_entry,exit_reason,exit_price,exit_time,pnl,r_multiple,held_candles,hit_r1,logged_at,strategy
HUT,2025-10-06,LONG,3.59,2025-10-06 09:55:00-04:00,41.42,41.01,42.03,42.64,615,249.72,EMA9,5,STOP_BE,41.713992969037946,2025-10-06 10:55:00-04:00,277.54,1.11,12,True,2025-12-26T12:18:04.024526,FPB
HUT,2025-10-13,LONG,5.26,2025-10-13 09:50:00-04:00,45.49,44.18,47.46,49.43,190,249.7,EMA9,4,STOP_BE,46.82977140052415,2025-10-13 10:50:00-04:00,314.55,1.26,12,True,2025-12-26T12:18:04.037612,FPB
HUT,2025-10-17,SHORT,-4.91,2025-10-17 09:55:00-04:00,47.97,48.77,46.77,45.57,313,250.0,EMA9,5,STOP_BE,47.20252713847414,2025-10-17 10:40:00-04:00,307.39,1.23,9,True,2025-12-26T12:18:04.048636,FPB
HUT,2025-10-30,SHORT,-6.22,2025-10-30 10:00:00-04:00,49.56,49.94,48.99,48.42,658,249.97,EMA9,6,STOP,49.939889389038086,2025-10-30 10:05:00-04:00,-249.97,-1.0,1,False,2025-12-26T12:18:04.071470,FPB
HUT,2025-10-31,LONG,4.16,2025-10-31 09:40:00-04:00,50.9,49.81,52.54,54.18,229,249.68,EMA9,2,STOP_BE,51.83610142786425,2025-10-31 11:30:00-04:00,293.52,1.18,22,True,2025-12-26T12:18:04.075520,FPB
HUT,2025-11-03,LONG,6.89,2025-11-03 09:45:00-05:00,53.4,52.13,55.3,57.2,197,249.89,EMA9,3,STOP,52.1278203048706,2025-11-03 10:20:00-05:00,-249.89,-1.0,7,False,2025-12-26T12:18:04.078530,FPB
HUT,2025-11-04,SHORT,-8.4,2025-11-04 10:00:00-05:00,50.37,52.17,47.67,44.96,138,248.69,EMA9,6,STOP,52.17211893081665,2025-11-04 10:20:00-05:00,-248.69,-1.0,4,False,2025-12-26T12:18:04.081991,FPB
HUT,2025-11-05,LONG,4.05,2025-11-05 09:45:00-05:00,49.67,48.62,51.24,52.82,238,249.58,EMA9,3,STOP_BE,50.30557994266095,2025-11-05 11:15:00-05:00,262.82,1.05,18,True,2025-12-26T12:18:04.085535,FPB
HUT,2025-11-07,SHORT,-3.97,2025-11-07 10:00:00-05:00,41.18,42.07,39.84,38.51,280,249.54,EMA9,6,STOP,42.072028778076174,2025-11-07 10:25:00-05:00,-249.54,-1.0,5,False,2025-12-26T12:18:04.091044,FPB
HUT,2025-11-10,LONG,5.3,2025-11-10 10:00:00-05:00,47.07,46.34,48.16,49.26,342,249.62,EMA9,6,STOP,46.340107324513546,2025-11-10 10:20:00-05:00,-249.62,-1.0,4,False,2025-12-26T12:18:04.094048,FPB
HUT,2025-11-13,SHORT,-6.09,2025-11-13 10:00:00-05:00,39.08,40.28,37.29,35.49,209,249.8,EMA9,6,STOP,40.275235610961914,2025-11-13 10:05:00-05:00,-249.8,-1.0,1,False,2025-12-26T12:18:04.104418,FPB
HUT,2025-11-14,SHORT,-6.07,2025-11-14 09:50:00-05:00,36.5,36.91,35.89,35.28,614,249.82,EMA9,4,STOP,36.90686893081665,2025-11-14 09:55:00-05:00,-249.82,-1.0,1,False,2025-12-26T12:18:04.107438,FPB
HUT,2025-11-20,LONG,7.02,2025-11-20 09:45:00-05:00,38.99,38.49,39.73,40.47,507,249.87,EMA9,3,TARGET_R2,40.46634490711386,2025-11-20 10:00:00-05:00,562.59,2.25,3,True,2025-12-26T12:18:04.117563,FPB
HUT,2025-11-25,SHORT,-4.54,2025-11-25 10:00:00-05:00,37.69,38.25,36.84,36.0,443,249.54,EMA9,6,STOP,38.248308364868166,2025-11-25 10:45:00-05:00,-249.54,-1.0,9,False,2025-12-26T12:18:04.125446,FPB
HUT,2025-12-01,SHORT,-7.71,2025-12-01 10:00:00-05:00,43.33,43.72,42.73,42.14,631,249.72,EMA9,6,TARGET_R2,42.13803035905425,2025-12-01 10:30:00-05:00,562.17,2.25,6,True,2025-12-26T12:18:04.134001,FPB
HUT,2025-12-11,SHORT,-3.72,2025-12-11 09:45:00-05:00,43.68,45.08,41.59,39.49,179,249.93,EMA9,3,EOD,43.404998779296875,2025-12-11 11:30:00-05:00,49.23,0.2,21,False,2025-12-26T12:18:04.153032,FPB
HUT,2025-12-19,LONG,4.2,2025-12-19 09:55:00-05:00,40.85,40.22,41.8,42.75,395,249.59,EMA9,5,TARGET_R2,42.74565150796817,2025-12-19 10:15:00-05:00,562.06,2.25,4,True,2025-12-26T12:18:04.169587,FPB
HUT,2025-12-23,SHORT,-4.46,2025-12-23 09:50:00-05:00,52.36,53.44,50.73,49.11,230,249.18,EMA9,4,STOP,53.44338938903809,2025-12-23 10:20:00-05:00,-249.18,-1.0,6,False,2025-12-26T12:18:04.176638,FPB
ORCL,2025-11-04,SHORT,-3.05,2025-11-04 10:00:00-05:00,254.33,255.54,252.52,250.71,207,249.47,EMA9,6,TARGET_R2,250.71444592285155,2025-11-04 10:55:00-05:00,562.22,2.25,11,True,2025-12-26T12:18:04.614009,FPB
ORCL,2025-11-14,SHORT,-3.08,2025-11-14 09:50:00-05:00,213.98,216.72,209.86,205.75,91,249.48,EMA9,4,STOP,216.7165,2025-11-14 09:55:00-05:00,-249.48,-1.0,1,False,2025-12-26T12:18:04.632221,FPB
ORCL,2025-11-25,SHORT,-3.12,2025-11-25 10:00:00-05:00,189.07,191.84,184.93,180.78,90,249.0,EMA9,6,STOP,191.84164389038085,2025-11-25 10:10:00-05:00,-249.0,-1.0,2,False,2025-12-26T12:18:04.648755,FPB
ORCL,2025-11-26,LONG,6.35,2025-11-26 10:00:00-05:00,203.83,202.28,206.16,208.49,161,249.95,EMA9,6,STOP_BE,205.64511275678413,2025-11-26 10:50:00-05:00,333.32,1.33,10,True,2025-12-26T12:18:04.652270,FPB
MSTR,2025-10-06,LONG,3.18,2025-10-06 09:45:00-04:00,360.07,355.61,366.77,373.46,55,245.54,EMA9,3,EOD,359.239990234375,2025-10-06 11:30:00-04:00,-45.65,-0.19,21,False,2025-12-26T12:18:05.036354,FPB
MSTR,2025-10-14,SHORT,-4.55,2025-10-14 10:00:00-04:00,304.27,306.05,301.61,298.94,140,248.68,EMA9,6,STOP,306.0462690402415,2025-10-14 10:05:00-04:00,-248.68,-1.0,1,False,2025-12-26T12:18:05.050373,FPB
MSTR,2025-11-04,SHORT,-3.68,2025-11-04 09:55:00-05:00,256.85,258.25,254.75,252.65,178,249.02,EMA9,5,STOP_BE,256.56820275921353,2025-11-04 10:20:00-05:00,211.85,0.85,5,True,2025-12-26T12:18:05.084309,FPB
MSTR,2025-11-07,SHORT,-6.07,2025-11-07 10:00:00-05:00,228.15,229.52,226.1,224.04,182,249.21,EMA9,6,STOP,229.51928327941894,2025-11-07 10:10:00-05:00,-249.21,-1.0,2,False,2025-12-26T12:18:05.092331,FPB
MSTR,2025-11-10,LONG,3.19,2025-11-10 10:00:00-05:00,244.23,242.76,246.44,248.66,169,249.21,EMA9,6,STOP,242.757,2025-11-10 10:10:00-05:00,-249.21,-1.0,2,False,2025-12-26T12:18:05.095836,FPB
MSTR,2025-11-14,SHORT,-3.87,2025-11-14 10:00:00-05:00,198.53,202.6,192.42,186.31,61,248.42,EMA9,6,STOP,202.60239389038085,2025-11-14 10:35:00-05:00,-248.42,-1.0,7,False,2025-12-26T12:18:05.105359,FPB
MSTR,2025-11-20,LONG,3.16,2025-11-20 09:50:00-05:00,187.64,186.86,188.79,189.95,323,249.44,EMA9,4,STOP_BE,187.6352996826172,2025-11-20 10:00:00-05:00,186.5,0.75,2,True,2025-12-26T12:18:05.115467,FPB
MSTR,2025-11-25,SHORT,-3.01,2025-11-25 09:35:00-05:00,175.5,177.35,172.73,169.96,135,249.18,EMA9,1,STOP_BE,174.30820085308866,2025-11-25 10:10:00-05:00,266.54,1.07,7,True,2025-12-26T12:18:05.123000,FPB
MSTR,2025-11-28,LONG,4.08,2025-11-28 09:45:00-05:00,182.2,179.68,185.99,189.77,99,249.91,EMA9,3,STOP_BE,184.53386463176852,2025-11-28 10:40:00-05:00,302.23,1.21,11,True,2025-12-26T12:18:05.129575,FPB
MSTR,2025-12-18,LONG,4.53,2025-12-18 09:50:00-05:00,164.79,163.08,167.36,169.93,145,248.43,EMA9,4,EOD,164.77999877929688,2025-12-18 11:30:00-05:00,-1.46,-0.01,20,False,2025-12-26T12:18:05.164739,FPB
TSLA,2025-10-23,SHORT,-4.27,2025-10-23 09:55:00-04:00,422.44,425.88,417.29,412.14,72,247.31,EMA9,5,STOP,425.87919451968367,2025-10-23 10:15:00-04:00,-247.31,-1.0,4,False,2025-12-26T12:18:06.671040,FPB
TSLA,2025-11-14,SHORT,-3.9,2025-11-14 10:00:00-05:00,394.36,398.98,387.44,380.52,54,249.13,EMA9,6,STOP,398.9785665588379,2025-11-14 10:25:00-05:00,-249.13,-1.0,5,False,2025-12-26T12:18:06.707660,FPB
AFRM,2025-11-04,SHORT,-3.62,2025-11-04 10:00:00-05:00,72.1,72.49,71.5,70.9,629,249.98,EMA9,6,STOP_BE,71.82681207619768,2025-11-04 10:10:00-05:00,271.66,1.09,2,True,2025-12-26T12:18:07.748833,FPB
AFRM,2025-11-14,SHORT,-4.48,2025-11-14 10:00:00-05:00,71.98,73.03,70.41,68.84,238,249.41,EMA9,6,STOP,73.02795683288574,2025-11-14 10:45:00-05:00,-249.41,-1.0,9,False,2025-12-26T12:18:07.767422,FPB
AFRM,2025-11-20,LONG,3.52,2025-11-20 09:55:00-05:00,66.66,66.37,67.09,67.52,872,249.78,EMA9,5,TARGET_R2,67.51932733154298,2025-11-20 10:20:00-05:00,562.0,2.25,5,True,2025-12-26T12:18:07.778372,FPB
AFRM,2025-12-18,LONG,3.61,2025-12-18 09:50:00-05:00,75.17,73.8,77.22,79.27,182,249.13,EMA9,4,STOP_BE,77.44779538066896,2025-12-18 11:20:00-05:00,394.58,1.58,18,True,2025-12-26T12:18:07.823368,FPB
GOOGL,2025-10-30,LONG,5.97,2025-10-30 09:45:00-04:00,284.18,279.06,291.86,299.54,48,245.82,EMA9,3,EOD,289.4599914550781,2025-10-30 11:30:00-04:00,253.44,1.03,21,False,2025-12-26T12:18:09.584169,FPB
AMD,2025-11-04,SHORT,-3.59,2025-11-04 10:00:00-05:00,255.46,256.25,254.27,253.08,316,249.92,EMA9,6,STOP_BE,255.37432725275576,2025-11-04 10:15:00-05:00,200.19,0.8,3,True,2025-12-26T12:18:10.761505,FPB
AMD,2025-11-20,LONG,4.07,2025-11-20 10:00:00-05:00,230.69,228.54,233.92,237.15,116,249.91,EMA9,6,STOP,228.53562962835042,2025-11-20 10:05:00-05:00,-249.91,-1.0,1,False,2025-12-26T12:18:10.791308,FPB
AMD,2025-12-22,LONG,3.04,2025-12-22 09:50:00-05:00,215.83,214.09,218.45,221.06,143,249.08,EMA9,4,STOP,214.09068768310547,2025-12-22 10:00:00-05:00,-249.08,-1.0,2,False,2025-12-26T12:18:10.841227,FPB
SMMT,2025-10-20,SHORT,-10.15,2025-10-20 09:45:00-04:00,20.48,20.92,19.82,19.16,567,249.99,EMA9,3,STOP_BE,19.781566237013458,2025-10-20 10:45:00-04:00,385.52,1.54,12,True,2025-12-26T12:18:11.378637,FPB
SMMT,2025-10-27,LONG,3.06,2025-10-27 09:40:00-04:00,19.94,19.66,20.36,20.77,899,249.93,EMA9,2,STOP,19.661994561343114,2025-10-27 09:55:00-04:00,-249.93,-1.0,3,False,2025-12-26T12:18:11.391735,FPB
